userId,movieId,rating
68,1,2.5
68,2,2.5
68,3,2.0
68,5,2.0
68,6,4.0
68,7,2.0
68,10,4.5
68,11,4.5
68,16,3.5
68,17,3.5
68,18,2.0
68,19,1.5
68,25,3.5
68,26,3.0
68,31,3.5
68,34,1.0
68,39,4.0
68,44,3.0
68,47,4.0
68,48,4.0
68,50,3.0
68,62,3.5
68,65,1.5
68,70,4.0
68,95,3.5
68,104,4.5
68,110,2.5
68,135,3.0
68,140,3.5
68,141,3.0
68,150,3.0
68,153,3.0
68,158,3.0
68,160,2.5
68,163,4.5
68,165,3.5
68,168,3.0
68,170,2.5
68,173,2.5
68,180,2.5
68,185,3.0
68,193,2.0
68,203,3.0
68,207,4.0
68,208,4.0
68,216,3.5
68,223,1.0
68,231,3.5
68,247,2.5
68,252,3.0
68,253,2.5
68,256,1.5
68,260,5.0
68,261,2.0
68,266,4.0
68,276,3.5
68,282,2.0
68,292,2.5
68,293,4.0
68,296,2.0
68,303,3.5
68,316,3.5
68,317,2.5
68,318,3.0
68,333,4.0
68,337,3.5
68,339,3.5
68,344,2.5
68,345,1.0
68,350,3.5
68,355,3.0
68,356,3.5
68,357,1.0
68,361,3.5
68,364,4.5
68,367,3.0
68,368,4.0
68,370,1.5
68,376,3.0
68,377,5.0
68,379,3.0
68,380,3.5
68,410,3.5
68,420,1.0
68,432,2.5
68,434,3.0
68,435,2.0
68,440,3.0
68,441,4.5
68,442,2.0
68,454,3.5
68,455,2.0
68,457,4.5
68,466,2.5
68,480,3.5
68,485,2.5
68,500,3.0
68,508,3.0
68,514,2.5
68,520,4.0
68,527,4.0
68,531,2.5
68,539,3.5
68,541,2.0
68,546,2.0
68,551,2.0
68,552,3.0
68,553,3.0
68,555,2.0
68,562,2.5
68,585,3.5
68,586,1.0
68,587,2.0
68,588,3.5
68,589,3.5
68,590,4.0
68,592,4.0
68,593,3.5
68,594,3.0
68,595,4.5
68,596,2.0
68,597,4.5
68,608,2.5
68,616,3.0
68,628,3.5
68,637,2.5
68,647,3.5
68,648,4.0
68,653,4.0
68,708,3.0
68,709,3.5
68,724,3.0
68,736,4.0
68,737,2.0
68,762,3.0
68,780,4.0
68,783,2.5
68,785,2.0
68,786,2.5
68,788,1.0
68,802,3.0
68,805,3.0
68,830,3.0
68,832,3.5
68,838,3.5
68,852,3.5
68,858,4.0
68,875,3.5
68,902,3.5
68,910,2.5
68,912,4.5
68,919,3.0
68,920,5.0
68,923,3.0
68,924,1.5
68,932,4.0
68,953,2.5
68,1017,3.0
68,1019,2.0
68,1020,2.5
68,1022,3.5
68,1025,2.5
68,1027,3.0
68,1028,2.5
68,1029,2.5
68,1031,2.0
68,1032,2.5
68,1035,2.0
68,1036,3.0
68,1042,2.5
68,1049,3.5
68,1059,3.5
68,1060,2.0
68,1073,0.5
68,1088,3.5
68,1089,3.5
68,1090,2.5
68,1097,1.5
68,1101,3.5
68,1103,2.5
68,1120,3.5
68,1124,2.0
68,1127,3.5
68,1129,3.0
68,1136,3.5
68,1193,3.0
68,1196,5.0
68,1197,5.0
68,1198,5.0
68,1200,2.5
68,1201,3.5
68,1206,3.0
68,1207,3.0
68,1208,3.0
68,1210,5.0
68,1213,3.5
68,1214,2.0
68,1215,2.5
68,1219,4.5
68,1220,3.0
