userId,movieId,rating
288,1,4.5
288,2,2.0
288,3,4.0
288,5,2.0
288,10,3.0
288,12,2.0
288,13,2.0
288,17,3.5
288,21,4.0
288,32,5.0
288,34,4.0
288,43,3.0
288,47,3.5
288,48,2.0
288,73,3.0
288,87,3.0
288,95,1.0
288,110,5.0
288,111,3.5
288,125,3.5
288,141,3.0
288,150,3.0
288,151,4.0
288,153,2.0
288,158,2.0
288,161,3.0
288,205,3.5
288,231,3.0
288,235,5.0
288,239,2.0
288,249,4.0
288,253,4.0
288,256,3.0
288,260,5.0
288,266,3.0
288,273,2.0
288,296,5.0
288,317,3.0
288,318,5.0
288,329,3.5
288,337,3.5
288,339,3.0
288,344,3.0
288,349,3.0
288,354,4.0
288,355,3.0
288,356,5.0
288,362,3.0
288,364,3.0
288,367,2.0
288,370,3.5
288,377,3.0
288,380,3.0
288,383,2.0
288,410,3.0
288,412,3.0
288,420,2.0
288,432,2.0
288,440,3.5
288,457,3.0
288,466,3.0
288,474,3.0
288,480,2.0
288,500,3.0
288,520,1.0
288,524,3.0
288,527,5.0
288,534,4.0
288,539,3.0
288,541,4.0
288,551,4.0
288,553,3.0
288,575,3.0
288,585,3.0
288,586,3.0
288,587,3.0
288,588,4.0
288,589,4.0
288,590,5.0
288,592,3.0
288,593,5.0
288,594,4.5
288,595,4.0
288,596,3.5
288,597,3.0
288,608,4.0
288,616,3.0
288,647,3.0
288,648,1.0
288,661,3.5
288,688,3.0
288,711,2.0
288,733,3.0
288,736,2.0
288,750,3.5
288,765,2.0
288,780,1.0
288,783,3.0
288,784,2.0
288,785,5.0
288,788,2.0
288,802,3.0
288,813,3.0
288,838,3.0
288,879,2.0
288,880,2.0
288,899,4.0
288,904,4.0
288,908,3.0
288,912,4.0
288,919,3.5
288,920,3.0
288,923,3.5
288,924,5.0
288,952,3.0
288,953,4.5
288,963,3.0
288,968,3.0
288,969,3.0
288,986,3.0
288,991,2.0
288,1005,1.0
288,1007,3.5
288,1008,3.0
288,1009,3.0
288,1010,3.5
288,1011,3.0
288,1012,3.5
288,1013,3.0
288,1015,2.0
288,1016,3.5
288,1017,4.0
288,1019,3.0
288,1020,3.0
288,1021,3.0
288,1022,3.0
288,1023,5.0
288,1024,2.0
288,1025,2.0
288,1027,2.0
288,1028,4.0
288,1029,3.0
288,1030,3.0
288,1031,3.0
288,1032,4.0
288,1035,3.0
288,1036,3.0
288,1042,3.0
288,1061,3.0
288,1064,2.0
288,1073,4.0
288,1078,3.0
288,1079,5.0
288,1080,5.0
288,1083,3.0
288,1084,4.0
288,1090,4.5
288,1093,4.0
288,1094,4.0
288,1097,5.0
288,1101,3.0
288,1125,4.0
288,1126,2.0
288,1127,3.0
288,1128,2.0
288,1129,2.0
288,1130,2.0
288,1135,3.0
288,1136,5.0
288,1148,4.0
288,1179,3.0
288,1186,3.0
288,1193,5.0
288,1194,1.0
288,1196,4.5
288,1197,4.0
288,1198,5.0
288,1199,4.0
288,1200,3.0
288,1201,4.0
288,1204,5.0
288,1206,4.0
288,1208,4.5
288,1210,4.5
288,1213,4.0
288,1214,3.0
288,1215,4.0
288,1219,5.0
288,1220,3.5
288,1222,3.0
288,1225,4.0
288,1231,3.0
288,1234,3.5
288,1240,3.0
